GEOID20,NAME,Estimate_Total,MoE_Total,Estimate_Total_Not_Hispanic_or_Latino,MoE_Total_Not_Hispanic_or_Latino,Estimate_Total_Not_Hispanic_or_Latino_White_alone,MoE_Total_Not_Hispanic_or_Latino_White_alone,Estimate_Total_Not_Hispanic_or_Latino_Black_or_African_American_alone,MoE_Total_Not_Hispanic_or_Latino_Black_or_African_American_alone,Estimate_Total_Not_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,MoE_Total_Not_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,Estimate_Total_Not_Hispanic_or_Latino_Asian_alone,MoE_Total_Not_Hispanic_or_Latino_Asian_alone,Estimate_Total_Not_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,MoE_Total_Not_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,Estimate_Total_Not_Hispanic_or_Latino_Some_other_race_alone,MoE_Total_Not_Hispanic_or_Latino_Some_other_race_alone,Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races,MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races,Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,"Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races","MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races",Estimate_Total_Hispanic_or_Latino,MoE_Total_Hispanic_or_Latino,Estimate_Total_Hispanic_or_Latino_White_alone,MoE_Total_Hispanic_or_Latino_White_alone,Estimate_Total_Hispanic_or_Latino_Black_or_African_American_alone,MoE_Total_Hispanic_or_Latino_Black_or_African_American_alone,Estimate_Total_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,MoE_Total_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,Estimate_Total_Hispanic_or_Latino_Asian_alone,MoE_Total_Hispanic_or_Latino_Asian_alone,Estimate_Total_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,MoE_Total_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,Estimate_Total_Hispanic_or_Latino_Some_other_race_alone,MoE_Total_Hispanic_or_Latino_Some_other_race_alone,Estimate_Total_Hispanic_or_Latino_Two_or_more_races,MoE_Total_Hispanic_or_Latino_Two_or_more_races,Estimate_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,MoE_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,"Estimate_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races","MoE_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races"
1500000US360050056001,"Block Group 1, Census Tract 56, Bronx County, New York",910,199,287,88,50,39,194,63,0,12,0,12,0,12,43,68,0,12,0,12,0,12,623,178,71,75,9,13,0,12,0,12,0,12,499,152,44,40,44,40,0,12
1500000US360050056002,"Block Group 2, Census Tract 56, Bronx County, New York",536,161,92,76,6,8,22,32,0,12,0,12,0,12,0,12,64,77,22,34,42,68,444,154,122,101,7,12,0,12,0,12,0,12,285,147,30,27,0,12,30,27
1500000US360050056003,"Block Group 3, Census Tract 56, Bronx County, New York",667,246,228,147,5,9,133,119,28,43,40,46,0,12,0,12,22,49,0,12,22,49,439,220,75,67,29,40,0,12,0,12,0,12,329,210,6,9,6,9,0,12
1500000US360050059021,"Block Group 1, Census Tract 59.02, Bronx County, New York",1031,403,482,303,129,120,229,259,0,12,15,21,0,12,57,92,52,50,45,50,7,10,549,300,78,75,11,17,0,12,0,12,0,12,335,236,125,184,0,12,125,184
1500000US360050059022,"Block Group 2, Census Tract 59.02, Bronx County, New York",1604,334,515,163,76,48,432,165,0,12,0,12,0,12,0,12,7,10,0,12,7,10,1089,308,271,170,60,68,0,12,0,12,0,12,537,290,221,215,197,212,24,37
1500000US360050060001,"Block Group 1, Census Tract 60, Bronx County, New York",1266,357,139,83,11,15,103,76,0,12,20,29,0,12,5,7,0,12,0,12,0,12,1127,361,330,270,86,57,2,4,11,18,0,12,664,300,34,29,24,24,10,16
1500000US360050060002,"Block Group 2, Census Tract 60, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050061001,"Block Group 1, Census Tract 61, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050061002,"Block Group 2, Census Tract 61, Bronx County, New York",2835,630,2378,601,121,103,2253,603,0,12,0,12,0,12,0,12,4,8,0,12,4,8,457,220,288,212,43,41,0,12,0,12,0,12,126,89,0,12,0,12,0,12
1500000US360050061003,"Block Group 3, Census Tract 61, Bronx County, New York",1150,323,935,310,0,12,935,310,0,12,0,12,0,12,0,12,0,12,0,12,0,12,215,142,14,23,74,83,31,50,0,12,0,12,56,70,40,61,0,12,40,61
1500000US360050061004,"Block Group 4, Census Tract 61, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050062001,"Block Group 1, Census Tract 62, Bronx County, New York",1062,622,273,323,26,36,246,320,0,12,0,12,0,12,0,12,1,2,0,12,1,2,789,563,218,203,0,12,0,12,0,12,0,12,571,542,0,12,0,12,0,12
1500000US360050062002,"Block Group 2, Census Tract 62, Bronx County, New York",1679,870,216,144,0,12,216,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1463,892,0,12,0,12,0,12,0,12,0,12,1414,880,49,82,49,82,0,12
1500000US360050062003,"Block Group 3, Census Tract 62, Bronx County, New York",2333,642,536,420,67,108,447,403,22,41,0,12,0,12,0,12,0,12,0,12,0,12,1797,807,289,325,142,196,0,12,0,12,0,12,1352,788,14,21,14,21,0,12
1500000US360050062004,"Block Group 4, Census Tract 62, Bronx County, New York",1579,716,165,232,0,12,165,232,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1414,697,74,133,0,12,0,12,0,12,0,12,1340,685,0,12,0,12,0,12
1500000US360050062005,"Block Group 5, Census Tract 62, Bronx County, New York",342,176,215,146,0,12,96,64,0,12,119,127,0,12,0,12,0,12,0,12,0,12,127,125,88,124,39,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050063011,"Block Group 1, Census Tract 63.01, Bronx County, New York",591,226,256,143,43,38,141,86,0,12,36,40,0,12,0,12,36,55,0,12,36,55,335,179,105,88,64,114,0,12,0,12,0,12,31,36,135,133,40,63,95,114
1500000US360050063012,"Block Group 2, Census Tract 63.01, Bronx County, New York",737,242,417,146,235,118,73,74,0,12,80,66,0,12,0,12,29,34,0,12,29,34,320,206,122,126,24,39,0,12,0,12,0,12,133,148,41,52,9,15,32,50
1500000US360050063013,"Block Group 3, Census Tract 63.01, Bronx County, New York",819,295,128,145,21,24,107,133,0,12,0,12,0,12,0,12,0,12,0,12,0,12,691,267,120,117,98,158,0,12,0,12,0,12,442,247,31,44,0,12,31,44
1500000US360050063014,"Block Group 4, Census Tract 63.01, Bronx County, New York",2521,602,1019,519,539,501,472,201,0,12,0,12,0,12,0,12,8,14,0,12,8,14,1502,408,302,213,239,219,21,35,0,12,0,12,758,352,182,180,182,180,0,12
1500000US360050063015,"Block Group 5, Census Tract 63.01, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050063016,"Block Group 6, Census Tract 63.01, Bronx County, New York",73,98,73,98,0,12,73,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050063021,"Block Group 1, Census Tract 63.02, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360050064001,"Block Group 1, Census Tract 64, Bronx County, New York",2070,512,756,329,21,57,457,222,0,12,204,200,0,12,0,12,74,83,19,29,55,59,1314,623,330,204,19,23,0,12,0,12,0,12,965,512,0,12,0,12,0,12
1500000US360050064002,"Block Group 2, Census Tract 64, Bronx County, New York",394,218,192,135,7,15,185,140,0,12,0,12,0,12,0,12,0,12,0,12,0,12,202,165,86,117,14,27,0,12,0,12,0,12,102,127,0,12,0,12,0,12
1500000US360050064003,"Block Group 3, Census Tract 64, Bronx County, New York",569,279,266,206,19,28,247,205,0,12,0,12,0,12,0,12,0,12,0,12,0,12,303,216,43,50,0,12,0,12,0,12,0,12,260,212,0,12,0,12,0,12
1500000US360050064004,"Block Group 4, Census Tract 64, Bronx County, New York",916,336,520,282,119,151,320,207,0,12,0,12,0,12,0,12,81,134,0,12,81,134,396,250,0,12,0,12,0,12,0,12,0,12,396,250,0,12,0,12,0,12
1500000US360050065001,"Block Group 1, Census Tract 65, Bronx County, New York",989,420,303,241,139,230,108,75,0,12,28,44,11,23,17,27,0,12,0,12,0,12,686,398,236,280,37,60,0,12,0,12,0,12,413,299,0,12,0,12,0,12
1500000US360050065002,"Block Group 2, Census Tract 65, Bronx County, New York",2624,895,1129,419,154,189,975,369,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1495,782,601,664,142,146,0,12,0,12,0,12,462,272,290,300,222,268,68,110
1500000US360050065003,"Block Group 3, Census Tract 65, Bronx County, New York",886,459,116,110,42,50,13,27,0,12,61,98,0,12,0,12,0,12,0,12,0,12,770,446,397,466,198,289,0,12,0,12,0,12,164,131,11,22,11,22,0,12
1500000US360050065004,"Block Group 4, Census Tract 65, Bronx County, New York",895,498,402,358,15,32,387,356,0,12,0,12,0,12,0,12,0,12,0,12,0,12,493,383,9,14,141,240,0,12,0,12,0,12,202,234,141,227,141,227,0,12
1500000US360050067001,"Block Group 1, Census Tract 67, Bronx County, New York",798,470,74,75,10,20,64,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,724,465,0,12,11,24,0,12,0,12,0,12,713,463,0,12,0,12,0,12
1500000US360050067002,"Block Group 2, Census Tract 67, Bronx County, New York",1989,939,254,330,19,30,193,312,0,12,0,12,0,12,42,71,0,12,0,12,0,12,1735,892,0,12,0,12,0,12,0,12,405,632,1241,612,89,138,89,138,0,12
1500000US360050067003,"Block Group 3, Census Tract 67, Bronx County, New York",742,352,333,233,0,12,333,233,0,12,0,12,0,12,0,12,0,12,0,12,0,12,409,309,45,75,146,173,0,12,0,12,0,12,191,275,27,45,27,45,0,12
1500000US360050067004,"Block Group 4, Census Tract 67, Bronx County, New York",1437,609,522,419,0,12,473,413,0,12,0,12,0,12,0,12,49,87,0,12,49,87,915,420,206,352,137,173,0,12,0,12,0,12,497,379,75,131,75,131,0,12
1500000US360050067005,"Block Group 5, Census Tract 67, Bronx County, New York",397,220,90,84,0,12,90,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,307,184,92,89,0,12,0,12,0,12,0,12,165,166,50,79,50,79,0,12
1500000US360050067006,"Block Group 6, Census Tract 67, Bronx County, New York",1319,1084,30,32,0,12,30,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1289,1097,8,16,0,12,0,12,0,12,0,12,607,531,674,1068,674,1068,0,12
1500000US360050068001,"Block Group 1, Census Tract 68, Bronx County, New York",1538,495,693,318,0,12,124,93,60,86,487,328,0,12,22,38,0,12,0,12,0,12,845,421,30,49,20,31,0,12,0,12,0,12,737,409,58,91,0,12,58,91
1500000US360050068002,"Block Group 2, Census Tract 68, Bronx County, New York",631,329,179,178,0,12,53,54,0,12,9,13,0,12,106,167,11,18,0,12,11,18,452,281,10,16,75,87,0,12,0,12,0,12,367,309,0,12,0,12,0,12
1500000US360050068003,"Block Group 3, Census Tract 68, Bronx County, New York",978,280,590,260,0,12,379,220,0,12,197,192,0,12,14,21,0,12,0,12,0,12,388,167,63,81,0,12,10,18,0,12,0,12,297,163,18,29,18,29,0,12
1500000US360050069001,"Block Group 1, Census Tract 69, Bronx County, New York",3560,998,1367,787,101,98,1173,794,6,13,0,12,0,12,0,12,87,144,0,12,87,144,2193,889,194,243,184,204,0,12,0,12,0,12,1369,763,446,495,333,466,113,159
1500000US360050069002,"Block Group 2, Census Tract 69, Bronx County, New York",980,515,275,170,76,62,150,163,0,12,27,63,0,12,0,12,22,34,0,12,22,34,705,489,419,447,0,12,24,43,0,12,0,12,262,179,0,12,0,12,0,12
1500000US360050069003,"Block Group 3, Census Tract 69, Bronx County, New York",1509,524,393,285,0,12,393,285,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1116,524,177,142,175,162,0,12,0,12,0,12,564,443,200,297,200,297,0,12
1500000US360050069004,"Block Group 4, Census Tract 69, Bronx County, New York",1321,693,281,225,0,12,275,235,0,12,0,12,0,12,0,12,6,54,0,12,6,54,1040,709,15,24,95,95,0,12,0,12,0,12,509,414,421,642,414,641,7,13
1500000US360050070001,"Block Group 1, Census Tract 70, Bronx County, New York",2850,648,1401,527,258,194,545,327,0,12,357,240,0,12,78,121,163,247,0,12,163,247,1449,529,394,241,73,95,0,12,0,12,0,12,960,479,22,33,10,15,12,18
1500000US360050070002,"Block Group 2, Census Tract 70, Bronx County, New York",633,397,258,244,0,12,169,202,0,12,89,125,0,12,0,12,0,12,0,12,0,12,375,313,32,51,0,12,0,12,0,12,0,12,343,312,0,12,0,12,0,12
1500000US360050070003,"Block Group 3, Census Tract 70, Bronx County, New York",986,497,651,393,0,12,189,190,0,12,178,159,0,12,246,326,38,48,38,48,0,12,335,291,158,227,0,12,0,12,0,12,0,12,177,159,0,12,0,12,0,12
1500000US360050071001,"Block Group 1, Census Tract 71, Bronx County, New York",828,253,228,117,12,13,190,108,0,12,0,12,0,12,20,34,6,9,0,12,6,9,600,228,76,69,128,117,8,12,0,12,0,12,381,187,7,11,0,12,7,11
1500000US360050071002,"Block Group 2, Census Tract 71, Bronx County, New York",2049,411,955,352,65,46,802,363,0,12,63,55,0,12,10,15,15,23,0,12,15,23,1094,275,246,149,71,62,0,12,7,11,0,12,513,204,257,148,104,88,153,137
1500000US360050072001,"Block Group 1, Census Tract 72, Bronx County, New York",2281,951,1062,632,68,85,297,244,0,12,668,555,0,12,0,12,29,46,0,12,29,46,1219,716,120,132,8,12,0,12,0,12,0,12,1065,706,26,61,0,12,26,61
1500000US360050072002,"Block Group 2, Census Tract 72, Bronx County, New York",2368,527,1725,597,128,122,34,31,0,12,1348,569,0,12,0,12,215,209,0,12,215,209,643,394,51,65,0,12,119,171,0,12,0,12,396,308,77,70,77,70,0,12
1500000US360050072003,"Block Group 3, Census Tract 72, Bronx County, New York",1132,416,553,175,44,54,490,167,0,12,11,18,0,12,0,12,8,14,0,12,8,14,579,373,160,183,131,149,17,27,0,12,0,12,212,257,59,89,59,89,0,12
1500000US360050072004,"Block Group 4, Census Tract 72, Bronx County, New York",667,339,365,321,87,122,0,12,0,12,278,341,0,12,0,12,0,12,0,12,0,12,302,236,29,46,180,209,0,12,0,12,0,12,49,80,44,67,36,56,8,12
1500000US360050073001,"Block Group 1, Census Tract 73, Bronx County, New York",1751,740,588,377,13,28,569,375,0,12,0,12,0,12,0,12,6,25,0,12,6,25,1163,661,558,614,56,57,0,12,0,12,0,12,502,301,47,61,0,12,47,61
1500000US360050073002,"Block Group 2, Census Tract 73, Bronx County, New York",1179,418,181,139,0,12,171,138,0,12,0,12,0,12,0,12,10,16,0,12,10,16,998,380,479,322,16,26,0,12,0,12,0,12,503,383,0,12,0,12,0,12
1500000US360050073003,"Block Group 3, Census Tract 73, Bronx County, New York",1299,375,470,187,21,32,386,171,0,12,0,12,0,12,63,101,0,12,0,12,0,12,829,313,62,56,21,27,0,12,0,12,0,12,692,308,54,60,19,27,35,54
1500000US360050074001,"Block Group 1, Census Tract 74, Bronx County, New York",1342,576,543,305,0,12,436,208,0,12,0,12,0,12,0,12,107,128,62,96,45,75,799,392,415,294,209,153,0,12,0,12,0,12,40,62,135,191,123,187,12,20
1500000US360050074002,"Block Group 2, Census Tract 74, Bronx County, New York",1313,322,139,138,55,75,84,95,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1174,352,441,336,41,62,0,12,0,12,0,12,679,317,13,21,13,21,0,12
1500000US360050074003,"Block Group 3, Census Tract 74, Bronx County, New York",839,223,466,185,20,23,401,182,0,12,0,12,0,12,21,35,24,38,0,12,24,38,373,179,240,166,11,16,0,12,0,12,0,12,108,86,14,17,9,14,5,12
1500000US360050075001,"Block Group 1, Census Tract 75, Bronx County, New York",1026,393,230,169,0,12,177,170,0,12,45,68,0,12,0,12,8,18,0,12,8,18,796,357,212,175,0,12,0,12,0,12,0,12,411,250,173,166,148,169,25,39
1500000US360050075002,"Block Group 2, Census Tract 75, Bronx County, New York",3680,878,926,333,0,12,911,335,0,12,0,12,0,12,0,12,15,23,0,12,15,23,2754,905,825,343,339,190,0,12,0,12,0,12,1209,695,381,521,355,519,26,41
1500000US360050075003,"Block Group 3, Census Tract 75, Bronx County, New York",717,285,360,222,0,12,360,222,0,12,0,12,0,12,0,12,0,12,0,12,0,12,357,196,62,94,34,51,0,12,0,12,0,12,204,156,57,74,10,16,47,72
1500000US360050075004,"Block Group 4, Census Tract 75, Bronx County, New York",922,345,375,257,21,32,354,259,0,12,0,12,0,12,0,12,0,12,0,12,0,12,547,253,32,48,90,102,96,151,0,12,0,12,318,210,11,16,11,16,0,12
1500000US360050076001,"Block Group 1, Census Tract 76, Bronx County, New York",1169,396,321,206,29,45,183,167,0,12,109,169,0,12,0,12,0,12,0,12,0,12,848,403,163,163,135,145,0,12,0,12,0,12,544,370,6,13,6,13,0,12
1500000US360050076002,"Block Group 2, Census Tract 76, Bronx County, New York",959,395,379,213,0,12,285,182,0,12,32,60,0,12,0,12,62,98,62,98,0,12,580,327,122,124,0,12,0,12,0,12,0,12,446,308,12,19,0,12,12,19
1500000US360050076003,"Block Group 3, Census Tract 76, Bronx County, New York",1075,468,479,420,7,12,271,351,0,12,185,272,0,12,0,12,16,18,0,12,16,18,596,329,32,42,14,31,0,12,0,12,0,12,550,328,0,12,0,12,0,12
1500000US360050076004,"Block Group 4, Census Tract 76, Bronx County, New York",1372,401,684,347,161,171,370,273,0,12,153,152,0,12,0,12,0,12,0,12,0,12,688,252,59,49,55,64,0,12,0,12,0,12,562,248,12,20,0,12,12,20
1500000US360050076005,"Block Group 5, Census Tract 76, Bronx County, New York",561,294,216,164,24,23,80,119,0,12,18,20,0,12,41,43,53,69,53,69,0,12,345,241,44,61,9,14,0,12,0,12,0,12,292,246,0,12,0,12,0,12
1500000US360050077001,"Block Group 1, Census Tract 77, Bronx County, New York",2037,496,435,126,61,43,345,138,0,12,29,33,0,12,0,12,0,12,0,12,0,12,1602,489,385,137,345,179,73,102,0,12,0,12,736,517,63,50,41,34,22,35
1500000US360050078001,"Block Group 1, Census Tract 78, Bronx County, New York",1706,557,996,588,18,35,728,585,0,12,79,125,0,12,69,105,102,80,0,12,102,80,710,322,494,252,41,69,0,12,0,12,0,12,175,232,0,12,0,12,0,12
1500000US360050078002,"Block Group 2, Census Tract 78, Bronx County, New York",2908,776,1304,711,200,181,779,600,0,12,325,317,0,12,0,12,0,12,0,12,0,12,1604,558,248,211,74,86,0,12,218,228,0,12,1064,535,0,12,0,12,0,12
1500000US360050078003,"Block Group 3, Census Tract 78, Bronx County, New York",1112,588,46,71,0,12,46,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1066,595,447,426,124,194,0,12,0,12,0,12,495,523,0,12,0,12,0,12
1500000US360050078004,"Block Group 4, Census Tract 78, Bronx County, New York",1434,539,668,430,7,12,458,391,0,12,31,47,0,12,132,196,40,73,0,12,40,73,766,410,332,326,16,34,0,12,0,12,0,12,418,319,0,12,0,12,0,12
1500000US360050079001,"Block Group 1, Census Tract 79, Bronx County, New York",1523,567,572,314,0,12,544,304,0,12,0,12,0,12,0,12,28,45,0,12,28,45,951,521,197,225,167,182,0,12,0,12,0,12,425,384,162,256,162,256,0,12
1500000US360050079002,"Block Group 2, Census Tract 79, Bronx County, New York",477,351,405,339,22,32,339,332,0,12,0,12,0,12,0,12,44,68,0,12,44,68,72,96,0,12,0,12,0,12,0,12,0,12,72,96,0,12,0,12,0,12
1500000US360050079003,"Block Group 3, Census Tract 79, Bronx County, New York",1605,805,739,498,8,17,731,504,0,12,0,12,0,12,0,12,0,12,0,12,0,12,866,427,42,64,9,19,0,12,0,12,0,12,643,343,172,196,170,198,2,4
1500000US360050079004,"Block Group 4, Census Tract 79, Bronx County, New York",1374,629,340,309,0,12,269,303,0,12,0,12,71,107,0,12,0,12,0,12,0,12,1034,548,247,248,94,111,0,12,0,12,0,12,604,491,89,92,39,47,50,80
1500000US360050079005,"Block Group 5, Census Tract 79, Bronx County, New York",589,315,25,40,0,12,0,12,0,12,0,12,0,12,0,12,25,40,0,12,25,40,564,308,116,152,349,262,0,12,0,12,0,12,70,115,29,46,29,46,0,12
1500000US360050079006,"Block Group 6, Census Tract 79, Bronx County, New York",1227,655,128,125,0,12,128,125,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1099,662,105,145,36,59,0,12,0,12,0,12,586,399,372,578,372,578,0,12
1500000US360050083001,"Block Group 1, Census Tract 83, Bronx County, New York",1025,467,147,157,28,17,119,154,0,12,0,12,0,12,0,12,0,12,0,12,0,12,878,444,247,176,223,260,0,12,0,12,0,12,408,365,0,12,0,12,0,12
1500000US360050083002,"Block Group 2, Census Tract 83, Bronx County, New York",825,368,24,29,11,19,10,17,0,12,0,12,0,12,0,12,3,11,3,11,0,12,801,365,89,133,53,76,9,18,0,12,0,12,501,292,149,189,26,39,123,185
1500000US360050083003,"Block Group 3, Census Tract 83, Bronx County, New York",962,284,363,217,72,118,291,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,599,235,128,85,100,99,0,12,0,12,0,12,371,217,0,12,0,12,0,12
1500000US360050083004,"Block Group 4, Census Tract 83, Bronx County, New York",1396,662,158,116,0,12,140,108,0,12,0,12,0,12,18,28,0,12,0,12,0,12,1238,652,171,105,98,167,22,34,0,12,0,12,810,655,137,149,14,34,123,139
1500000US360050083005,"Block Group 5, Census Tract 83, Bronx County, New York",1021,530,429,325,20,35,409,329,0,12,0,12,0,12,0,12,0,12,0,12,0,12,592,382,100,117,199,291,0,12,0,12,0,12,284,263,9,14,9,14,0,12
1500000US360050083006,"Block Group 6, Census Tract 83, Bronx County, New York",719,354,63,67,0,12,63,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,656,344,44,46,134,169,0,12,0,12,0,12,264,200,214,300,214,300,0,12
1500000US360050084001,"Block Group 1, Census Tract 84, Bronx County, New York",919,342,520,225,0,12,203,98,0,12,205,161,0,12,112,129,0,12,0,12,0,12,399,239,100,84,0,12,0,12,0,12,0,12,181,182,118,119,61,85,57,85
1500000US360050084002,"Block Group 2, Census Tract 84, Bronx County, New York",2098,552,714,411,64,62,525,295,0,12,109,151,0,12,0,12,16,28,0,12,16,28,1384,438,650,357,90,134,0,12,0,12,0,12,545,347,99,127,99,127,0,12
1500000US360050085001,"Block Group 1, Census Tract 85, Bronx County, New York",656,315,77,54,1,5,76,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,579,305,121,148,21,32,0,12,0,12,0,12,252,188,185,226,157,218,28,50
1500000US360050085002,"Block Group 2, Census Tract 85, Bronx County, New York",2407,521,914,369,38,50,773,345,0,12,0,12,0,12,60,98,43,45,0,12,43,45,1493,456,322,246,70,74,10,16,0,12,0,12,978,401,113,149,113,149,0,12
1500000US360050085003,"Block Group 3, Census Tract 85, Bronx County, New York",696,309,191,129,16,24,118,91,0,12,25,28,0,12,0,12,32,49,0,12,32,49,505,288,116,85,178,266,29,46,12,18,0,12,124,97,46,54,46,54,0,12
1500000US360050085004,"Block Group 4, Census Tract 85, Bronx County, New York",348,127,7,11,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,341,127,53,63,25,37,0,12,0,12,0,12,263,121,0,12,0,12,0,12
1500000US360050085005,"Block Group 5, Census Tract 85, Bronx County, New York",1309,425,347,234,7,16,312,231,0,12,9,19,0,12,19,40,0,12,0,12,0,12,962,315,144,100,23,36,39,62,0,12,0,12,737,320,19,19,19,19,0,12
1500000US360050086001,"Block Group 1, Census Tract 86, Bronx County, New York",1127,378,350,217,129,163,146,146,0,12,22,35,0,12,40,63,13,19,13,19,0,12,777,334,453,365,0,12,0,12,0,12,0,12,119,119,205,236,0,12,205,236
1500000US360050086002,"Block Group 2, Census Tract 86, Bronx County, New York",1256,272,599,221,0,12,599,221,0,12,0,12,0,12,0,12,0,12,0,12,0,12,657,220,289,147,13,21,0,12,0,12,0,12,198,127,157,119,65,54,92,108
1500000US360050086003,"Block Group 3, Census Tract 86, Bronx County, New York",1374,756,749,700,0,12,727,701,0,12,0,12,0,12,0,12,22,35,0,12,22,35,625,320,441,297,68,74,0,12,0,12,0,12,116,87,0,12,0,12,0,12
1500000US360050087001,"Block Group 1, Census Tract 87, Bronx County, New York",1677,537,423,180,67,97,328,173,0,12,28,52,0,12,0,12,0,12,0,12,0,12,1254,546,90,120,199,173,0,12,0,12,0,12,965,532,0,12,0,12,0,12
1500000US360050087002,"Block Group 2, Census Tract 87, Bronx County, New York",1848,705,222,146,24,22,186,145,0,12,0,12,0,12,0,12,12,18,0,12,12,18,1626,706,215,137,43,66,0,12,0,12,0,12,1048,512,320,343,276,334,44,70
1500000US360050087003,"Block Group 3, Census Tract 87, Bronx County, New York",890,349,210,193,0,12,210,193,0,12,0,12,0,12,0,12,0,12,0,12,0,12,680,297,0,12,9,19,0,12,0,12,0,12,665,302,6,11,6,11,0,12
1500000US360050087004,"Block Group 4, Census Tract 87, Bronx County, New York",807,260,286,173,0,12,226,154,26,39,0,12,0,12,0,12,34,56,0,12,34,56,521,246,42,53,17,25,0,12,0,12,0,12,425,275,37,48,28,45,9,14
1500000US360050087005,"Block Group 5, Census Tract 87, Bronx County, New York",1008,320,383,180,17,18,366,185,0,12,0,12,0,12,0,12,0,12,0,12,0,12,625,292,100,118,25,41,0,12,0,12,0,12,480,244,20,28,20,28,0,12
