GEOID20,NAME,Estimate_Total,MoE_Total,Estimate_Total_Not_Hispanic_or_Latino,MoE_Total_Not_Hispanic_or_Latino,Estimate_Total_Not_Hispanic_or_Latino_White_alone,MoE_Total_Not_Hispanic_or_Latino_White_alone,Estimate_Total_Not_Hispanic_or_Latino_Black_or_African_American_alone,MoE_Total_Not_Hispanic_or_Latino_Black_or_African_American_alone,Estimate_Total_Not_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,MoE_Total_Not_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,Estimate_Total_Not_Hispanic_or_Latino_Asian_alone,MoE_Total_Not_Hispanic_or_Latino_Asian_alone,Estimate_Total_Not_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,MoE_Total_Not_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,Estimate_Total_Not_Hispanic_or_Latino_Some_other_race_alone,MoE_Total_Not_Hispanic_or_Latino_Some_other_race_alone,Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races,MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races,Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,"Estimate_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races","MoE_Total_Not_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races",Estimate_Total_Hispanic_or_Latino,MoE_Total_Hispanic_or_Latino,Estimate_Total_Hispanic_or_Latino_White_alone,MoE_Total_Hispanic_or_Latino_White_alone,Estimate_Total_Hispanic_or_Latino_Black_or_African_American_alone,MoE_Total_Hispanic_or_Latino_Black_or_African_American_alone,Estimate_Total_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,MoE_Total_Hispanic_or_Latino_American_Indian_and_Alaska_Native_alone,Estimate_Total_Hispanic_or_Latino_Asian_alone,MoE_Total_Hispanic_or_Latino_Asian_alone,Estimate_Total_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,MoE_Total_Hispanic_or_Latino_Native_Hawaiian_and_Other_Pacific_Islander_alone,Estimate_Total_Hispanic_or_Latino_Some_other_race_alone,MoE_Total_Hispanic_or_Latino_Some_other_race_alone,Estimate_Total_Hispanic_or_Latino_Two_or_more_races,MoE_Total_Hispanic_or_Latino_Two_or_more_races,Estimate_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,MoE_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_including_Some_other_race,"Estimate_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races","MoE_Total_Hispanic_or_Latino_Two_or_more_races_Two_races_excluding_Some_other_race,_and_three_or_more_races"
1500000US360610184004,"Block Group 4, Census Tract 184, New York County, New York",1710,658,1069,555,0,12,860,533,0,12,199,171,0,12,10,17,0,12,0,12,0,12,641,432,220,252,105,99,117,142,0,12,0,12,199,209,0,12,0,12,0,12
1500000US360610184005,"Block Group 5, Census Tract 184, New York County, New York",1639,431,969,302,407,215,526,231,0,12,22,30,0,12,2,5,12,16,12,16,0,12,670,316,47,66,91,109,0,12,0,12,0,12,509,315,23,29,23,29,0,12
1500000US360610185001,"Block Group 1, Census Tract 185, New York County, New York",992,233,992,233,734,220,104,71,0,12,86,94,0,12,68,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610185002,"Block Group 2, Census Tract 185, New York County, New York",2132,435,2023,420,1523,333,143,79,0,12,328,269,0,12,0,12,29,37,0,12,29,37,109,100,63,77,46,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610185003,"Block Group 3, Census Tract 185, New York County, New York",1632,630,1386,403,962,285,16,29,0,12,334,252,0,12,0,12,74,83,0,12,74,83,246,342,15,25,0,12,0,12,0,12,0,12,0,12,231,341,231,341,0,12
1500000US360610186001,"Block Group 1, Census Tract 186, New York County, New York",1326,495,728,380,0,12,648,365,0,12,80,105,0,12,0,12,0,12,0,12,0,12,598,318,96,125,246,161,0,12,0,12,0,12,137,238,119,176,5,36,114,175
1500000US360610186002,"Block Group 2, Census Tract 186, New York County, New York",2648,945,2148,961,379,159,1623,925,0,12,15,30,0,12,0,12,131,125,22,38,109,135,500,206,175,102,49,47,0,12,0,12,0,12,216,181,60,73,13,27,47,68
1500000US360610186003,"Block Group 3, Census Tract 186, New York County, New York",2308,819,1501,619,15,24,1451,606,0,12,35,164,0,12,0,12,0,12,0,12,0,12,807,641,669,648,0,12,0,12,0,12,0,12,138,183,0,12,0,12,0,12
1500000US360610187000,"Block Group 0, Census Tract 187, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610187001,"Block Group 1, Census Tract 187, New York County, New York",3105,2213,2623,1660,2352,1630,269,262,0,12,2,5,0,12,0,12,0,12,0,12,0,12,482,600,37,57,12,39,0,12,0,12,0,12,51,77,382,585,382,585,0,12
1500000US360610187002,"Block Group 2, Census Tract 187, New York County, New York",2046,481,1989,471,1444,467,195,277,0,12,210,145,0,12,0,12,140,162,0,12,140,162,57,66,26,43,0,12,0,12,0,12,0,12,0,12,31,49,31,49,0,12
1500000US360610187003,"Block Group 3, Census Tract 187, New York County, New York",620,399,591,399,344,258,0,12,0,12,247,276,0,12,0,12,0,12,0,12,0,12,29,46,29,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610187004,"Block Group 4, Census Tract 187, New York County, New York",1116,334,1017,321,871,282,0,12,0,12,117,121,0,12,0,12,29,57,0,12,29,57,99,89,99,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610187005,"Block Group 5, Census Tract 187, New York County, New York",2150,803,1420,741,807,423,151,123,0,12,393,412,0,12,0,12,69,91,0,12,69,91,730,400,548,380,0,12,0,12,0,12,0,12,182,166,0,12,0,12,0,12
1500000US360610187006,"Block Group 6, Census Tract 187, New York County, New York",487,213,487,213,450,208,22,37,0,12,0,12,0,12,0,12,15,28,0,12,15,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610188001,"Block Group 1, Census Tract 188, New York County, New York",750,330,152,137,79,105,53,74,0,12,11,21,0,12,0,12,9,17,0,12,9,17,598,319,63,77,35,51,0,12,0,12,0,12,442,303,58,78,11,25,47,76
1500000US360610188002,"Block Group 2, Census Tract 188, New York County, New York",1482,665,423,272,114,120,270,173,0,12,30,63,0,12,0,12,9,58,0,12,9,58,1059,626,141,123,16,26,0,12,0,12,0,12,804,644,98,87,38,48,60,74
1500000US360610188003,"Block Group 3, Census Tract 188, New York County, New York",1379,490,493,309,256,189,222,146,0,12,15,26,0,12,0,12,0,12,0,12,0,12,886,520,154,162,71,127,0,12,0,12,0,12,661,499,0,12,0,12,0,12
1500000US360610188004,"Block Group 4, Census Tract 188, New York County, New York",1277,428,761,351,175,123,456,329,0,12,36,44,0,12,22,31,72,82,0,12,72,82,516,333,80,112,0,12,0,12,65,107,0,12,310,299,61,106,61,106,0,12
1500000US360610189001,"Block Group 1, Census Tract 189, New York County, New York",1376,568,1089,476,783,410,49,58,0,12,219,287,0,12,0,12,38,62,0,12,38,62,287,253,70,93,0,12,0,12,0,12,0,12,175,217,42,68,0,12,42,68
1500000US360610189002,"Block Group 2, Census Tract 189, New York County, New York",2470,933,1588,856,712,421,234,175,0,12,619,734,0,12,0,12,23,62,0,12,23,62,882,440,369,380,195,277,0,12,0,12,0,12,212,267,106,125,16,26,90,123
1500000US360610189003,"Block Group 3, Census Tract 189, New York County, New York",1841,635,461,408,100,191,336,361,0,12,0,12,0,12,0,12,25,41,0,12,25,41,1380,579,271,252,474,357,0,12,0,12,0,12,501,302,134,164,86,145,48,83
1500000US360610189004,"Block Group 4, Census Tract 189, New York County, New York",980,418,460,175,302,145,143,98,0,12,0,12,0,12,0,12,15,31,0,12,15,31,520,406,192,160,19,31,0,12,0,12,0,12,309,358,0,12,0,12,0,12
1500000US360610189005,"Block Group 5, Census Tract 189, New York County, New York",1100,274,749,216,320,100,255,107,0,12,139,178,0,12,0,12,35,47,0,12,35,47,351,200,191,134,0,12,0,12,0,12,0,12,134,72,26,45,26,45,0,12
1500000US360610189006,"Block Group 6, Census Tract 189, New York County, New York",3247,983,788,433,293,259,231,237,0,12,264,279,0,12,0,12,0,12,0,12,0,12,2459,974,862,457,0,12,0,12,0,12,0,12,976,731,621,521,436,493,185,201
1500000US360610190001,"Block Group 1, Census Tract 190, New York County, New York",1386,316,1147,321,38,35,987,292,0,12,110,129,0,12,0,12,12,19,0,12,12,19,239,151,0,12,64,78,0,12,0,12,0,12,175,134,0,12,0,12,0,12
1500000US360610190002,"Block Group 2, Census Tract 190, New York County, New York",2404,393,1968,314,619,156,894,294,0,12,397,129,0,12,7,10,51,62,0,12,51,62,436,197,55,41,71,90,0,12,0,12,0,12,224,142,86,85,77,78,9,14
1500000US360610191000,"Block Group 0, Census Tract 191, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610191001,"Block Group 1, Census Tract 191, New York County, New York",1099,450,1070,448,893,430,90,134,0,12,87,81,0,12,0,12,0,12,0,12,0,12,29,44,29,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610191002,"Block Group 2, Census Tract 191, New York County, New York",2343,650,1774,343,1330,324,108,127,0,12,144,77,0,12,192,119,0,12,0,12,0,12,569,571,173,143,0,12,0,12,0,12,0,12,0,12,396,551,396,551,0,12
1500000US360610191003,"Block Group 3, Census Tract 191, New York County, New York",1655,580,1349,586,994,437,152,156,0,12,37,46,0,12,0,12,166,194,0,12,166,194,306,155,141,94,92,110,0,12,0,12,0,12,8,16,65,103,65,103,0,12
1500000US360610191004,"Block Group 4, Census Tract 191, New York County, New York",1077,368,954,337,798,316,110,118,0,12,46,55,0,12,0,12,0,12,0,12,0,12,123,146,27,46,0,12,0,12,0,12,0,12,13,27,83,134,0,12,83,134
1500000US360610191005,"Block Group 5, Census Tract 191, New York County, New York",2005,548,1164,497,557,362,161,182,0,12,446,484,0,12,0,12,0,12,0,12,0,12,841,342,739,362,64,136,0,12,0,12,0,12,16,17,22,70,7,14,15,67
1500000US360610191006,"Block Group 6, Census Tract 191, New York County, New York",945,535,752,510,639,503,0,12,0,12,82,88,0,12,0,12,31,52,0,12,31,52,193,161,117,96,25,40,0,12,0,12,0,12,51,79,0,12,0,12,0,12
1500000US360610192000,"Block Group 0, Census Tract 192, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610192001,"Block Group 1, Census Tract 192, New York County, New York",878,406,423,196,122,68,255,150,0,12,16,26,0,12,30,34,0,12,0,12,0,12,455,337,56,69,5,10,0,12,0,12,0,12,394,324,0,12,0,12,0,12
1500000US360610192002,"Block Group 2, Census Tract 192, New York County, New York",1592,422,963,404,133,152,768,378,0,12,0,12,0,12,0,12,62,74,0,12,62,74,629,289,121,100,235,175,0,12,0,12,0,12,219,175,54,78,24,40,30,39
1500000US360610192003,"Block Group 3, Census Tract 192, New York County, New York",1789,536,787,335,35,31,592,318,0,12,160,162,0,12,0,12,0,12,0,12,0,12,1002,473,165,151,40,43,11,18,0,12,0,12,719,435,67,70,67,70,0,12
1500000US360610193001,"Block Group 1, Census Tract 193, New York County, New York",1508,597,1195,526,730,468,295,235,0,12,139,222,0,12,0,12,31,48,0,12,31,48,313,325,45,81,45,76,0,12,0,12,0,12,223,312,0,12,0,12,0,12
1500000US360610193002,"Block Group 2, Census Tract 193, New York County, New York",1416,650,1149,624,461,246,295,426,0,12,16,27,0,12,0,12,377,543,0,12,377,543,267,185,43,52,0,12,0,12,0,12,0,12,90,138,134,172,46,75,88,148
1500000US360610193003,"Block Group 3, Census Tract 193, New York County, New York",1501,758,974,385,558,313,163,193,0,12,253,186,0,12,0,12,0,12,0,12,0,12,527,715,0,12,0,12,0,12,0,12,0,12,56,105,471,718,471,718,0,12
1500000US360610193004,"Block Group 4, Census Tract 193, New York County, New York",678,353,341,158,290,146,3,8,0,12,48,49,0,12,0,12,0,12,0,12,0,12,337,287,75,88,0,12,0,12,0,12,0,12,122,204,140,131,96,102,44,75
1500000US360610193005,"Block Group 5, Census Tract 193, New York County, New York",3250,1124,1784,1025,383,337,1184,942,0,12,217,291,0,12,0,12,0,12,0,12,0,12,1466,787,150,196,85,96,0,12,0,12,0,12,1162,756,69,109,0,12,69,109
1500000US360610193006,"Block Group 6, Census Tract 193, New York County, New York",1543,524,794,342,436,268,57,52,0,12,275,168,0,12,0,12,26,36,0,12,26,36,749,424,330,243,0,12,0,12,0,12,0,12,372,322,47,80,47,80,0,12
1500000US360610194001,"Block Group 1, Census Tract 194, New York County, New York",2165,595,611,317,0,12,611,317,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1554,597,436,334,78,72,43,87,0,12,0,12,764,581,233,218,198,214,35,60
1500000US360610194002,"Block Group 2, Census Tract 194, New York County, New York",724,335,474,231,163,106,233,217,0,12,27,32,0,12,0,12,51,86,0,12,51,86,250,232,0,12,118,197,0,12,0,12,0,12,23,37,109,125,109,125,0,12
1500000US360610194003,"Block Group 3, Census Tract 194, New York County, New York",1108,343,719,306,151,118,503,252,5,11,20,26,0,12,0,12,40,48,0,12,40,48,389,216,73,53,0,12,0,12,0,12,0,12,302,217,14,23,0,12,14,23
1500000US360610194004,"Block Group 4, Census Tract 194, New York County, New York",1985,659,335,244,0,12,243,202,0,12,92,144,0,12,0,12,0,12,0,12,0,12,1650,600,432,404,33,52,0,12,0,12,0,12,1185,467,0,12,0,12,0,12
1500000US360610195000,"Block Group 0, Census Tract 195, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610195001,"Block Group 1, Census Tract 195, New York County, New York",1028,325,981,294,784,253,82,83,0,12,97,94,0,12,0,12,18,29,0,12,18,29,47,64,37,72,0,12,0,12,0,12,0,12,0,12,10,19,10,19,0,12
1500000US360610195002,"Block Group 2, Census Tract 195, New York County, New York",978,278,778,183,566,135,56,66,0,12,47,44,0,12,60,96,49,45,18,28,31,36,200,183,149,175,0,12,0,12,0,12,0,12,51,56,0,12,0,12,0,12
1500000US360610195003,"Block Group 3, Census Tract 195, New York County, New York",2821,788,2098,741,1024,288,452,591,0,12,534,288,0,12,0,12,88,94,0,12,88,94,723,393,151,183,316,271,0,12,0,12,0,12,105,169,151,243,151,243,0,12
1500000US360610195004,"Block Group 4, Census Tract 195, New York County, New York",1118,396,507,185,334,118,47,51,0,12,126,145,0,12,0,12,0,12,0,12,0,12,611,386,72,69,201,287,0,12,0,12,0,12,294,339,44,53,16,26,28,45
1500000US360610195005,"Block Group 5, Census Tract 195, New York County, New York",1281,353,1037,323,871,310,19,30,20,35,127,153,0,12,0,12,0,12,0,12,0,12,244,142,135,94,0,12,0,12,0,12,0,12,56,65,53,86,0,12,53,86
1500000US360610196001,"Block Group 1, Census Tract 196, New York County, New York",2018,660,935,404,131,85,747,398,0,12,57,80,0,12,0,12,0,12,0,12,0,12,1083,558,46,44,75,82,0,12,0,12,0,12,962,564,0,12,0,12,0,12
1500000US360610196002,"Block Group 2, Census Tract 196, New York County, New York",1357,371,737,289,135,77,555,274,0,12,14,16,0,12,0,12,33,56,0,12,33,56,620,235,63,38,13,22,23,39,0,12,0,12,454,247,67,68,29,33,38,61
1500000US360610196003,"Block Group 3, Census Tract 196, New York County, New York",922,354,482,183,133,90,326,152,0,12,23,30,0,12,0,12,0,12,0,12,0,12,440,297,164,257,24,20,0,12,0,12,0,12,104,64,148,166,15,32,133,162
1500000US360610197011,"Block Group 1, Census Tract 197.01, New York County, New York",655,172,535,133,216,77,105,71,0,12,214,99,0,12,0,12,0,12,0,12,0,12,120,59,40,30,48,55,0,12,0,12,0,12,32,20,0,12,0,12,0,12
1500000US360610197021,"Block Group 1, Census Tract 197.02, New York County, New York",2720,452,2171,434,812,295,884,322,11,20,244,151,0,12,0,12,220,186,0,12,220,186,549,272,79,67,17,23,20,32,0,12,0,12,230,182,203,187,189,185,14,22
1500000US360610198001,"Block Group 1, Census Tract 198, New York County, New York",2433,655,2156,640,556,305,1061,308,0,12,165,156,0,12,128,143,246,219,0,12,246,219,277,124,72,63,43,56,0,12,0,12,0,12,162,91,0,12,0,12,0,12
1500000US360610198002,"Block Group 2, Census Tract 198, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610199000,"Block Group 0, Census Tract 199, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610199001,"Block Group 1, Census Tract 199, New York County, New York",1211,299,1104,287,845,267,36,32,14,21,189,89,0,12,0,12,20,40,0,12,20,40,107,61,85,53,0,12,0,12,0,12,0,12,0,12,22,28,22,28,0,12
1500000US360610199002,"Block Group 2, Census Tract 199, New York County, New York",1403,509,1126,418,781,348,168,163,0,12,123,112,0,12,0,12,54,44,0,12,54,44,277,186,175,158,13,27,0,12,0,12,0,12,14,19,75,100,16,33,59,92
1500000US360610199003,"Block Group 3, Census Tract 199, New York County, New York",1257,276,1170,270,701,188,133,50,6,12,278,222,1,2,0,12,51,54,0,12,51,54,87,41,46,33,0,12,0,12,0,12,0,12,28,26,13,15,13,15,0,12
1500000US360610199004,"Block Group 4, Census Tract 199, New York County, New York",1952,649,1710,639,1264,628,193,109,8,15,233,108,8,16,0,12,4,7,0,12,4,7,242,131,97,68,16,22,0,12,0,12,0,12,48,55,81,91,38,44,43,77
1500000US360610199005,"Block Group 5, Census Tract 199, New York County, New York",1506,396,1249,373,795,278,203,229,0,12,207,154,0,12,0,12,44,44,0,12,44,44,257,187,225,188,0,12,0,12,0,12,0,12,0,12,32,38,13,22,19,30
1500000US360610199006,"Block Group 6, Census Tract 199, New York County, New York",1015,287,983,295,885,274,0,12,0,12,98,82,0,12,0,12,0,12,0,12,0,12,32,52,32,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610200001,"Block Group 1, Census Tract 200, New York County, New York",1327,434,1204,434,247,106,908,418,0,12,10,19,0,12,0,12,39,35,0,12,39,35,123,105,65,90,0,12,0,12,0,12,0,12,58,58,0,12,0,12,0,12
1500000US360610200002,"Block Group 2, Census Tract 200, New York County, New York",1997,396,1641,378,550,263,907,297,0,12,80,59,0,12,0,12,104,73,0,12,104,73,356,206,42,133,7,12,0,12,0,12,0,12,270,213,37,61,37,61,0,12
1500000US360610201011,"Block Group 1, Census Tract 201.01, New York County, New York",1759,177,1590,184,1034,158,207,98,19,26,299,94,0,12,0,12,31,22,0,12,31,22,169,80,86,56,0,12,0,12,0,12,0,12,59,69,24,26,24,26,0,12
1500000US360610201021,"Block Group 1, Census Tract 201.02, New York County, New York",1218,395,1011,358,234,91,708,358,0,12,45,49,0,12,0,12,24,30,0,12,24,30,207,133,43,40,0,12,0,12,0,12,0,12,159,129,5,8,5,8,0,12
1500000US360610201022,"Block Group 2, Census Tract 201.02, New York County, New York",1570,416,1396,397,459,158,684,276,0,12,122,62,0,12,0,12,131,147,10,16,121,146,174,137,174,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610201023,"Block Group 3, Census Tract 201.02, New York County, New York",379,146,345,138,117,62,146,102,0,12,46,74,0,12,0,12,36,34,10,16,26,29,34,38,23,34,0,12,0,12,0,12,0,12,11,16,0,12,0,12,0,12
1500000US360610201024,"Block Group 4, Census Tract 201.02, New York County, New York",877,239,816,241,250,157,526,225,0,12,6,12,0,12,0,12,34,29,0,12,34,29,61,65,0,12,51,63,0,12,0,12,0,12,10,17,0,12,0,12,0,12
1500000US360610203001,"Block Group 1, Census Tract 203, New York County, New York",2276,378,1965,346,1047,192,133,79,16,30,733,272,0,12,4,6,32,38,18,37,14,11,311,153,179,111,12,14,0,12,0,12,0,12,96,105,24,25,17,23,7,9
1500000US360610203002,"Block Group 2, Census Tract 203, New York County, New York",1558,224,1233,216,744,167,209,78,37,27,215,100,5,10,0,12,23,33,0,12,23,33,325,92,160,77,9,18,0,12,0,12,0,12,133,69,23,34,23,34,0,12
1500000US360610205000,"Block Group 0, Census Tract 205, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610205001,"Block Group 1, Census Tract 205, New York County, New York",2753,357,2564,344,1930,318,228,103,9,19,359,114,0,12,5,9,33,30,0,12,33,30,189,116,153,112,0,12,0,12,0,12,0,12,22,28,14,18,14,18,0,12
1500000US360610205002,"Block Group 2, Census Tract 205, New York County, New York",1685,268,1393,250,967,186,112,56,9,17,286,163,0,12,0,12,19,20,6,12,13,17,292,99,225,109,0,12,0,12,0,12,0,12,45,31,22,27,22,27,0,12
1500000US360610205003,"Block Group 3, Census Tract 205, New York County, New York",849,194,697,149,548,136,82,97,0,12,59,53,0,12,0,12,8,14,0,12,8,14,152,126,121,120,27,37,0,12,0,12,0,12,4,8,0,12,0,12,0,12
1500000US360610206001,"Block Group 1, Census Tract 206, New York County, New York",1725,343,1420,320,294,156,992,302,0,12,77,65,0,12,0,12,57,64,25,40,32,49,305,143,120,92,46,38,0,12,0,12,0,12,69,48,70,73,30,40,40,63
1500000US360610206002,"Block Group 2, Census Tract 206, New York County, New York",1680,535,1283,530,407,409,806,339,0,12,0,12,0,12,0,12,70,58,0,12,70,58,397,166,116,72,49,49,0,12,0,12,0,12,232,151,0,12,0,12,0,12
1500000US360610207011,"Block Group 1, Census Tract 207.01, New York County, New York",1379,307,1103,264,723,204,50,38,0,12,246,99,0,12,0,12,84,100,0,12,84,100,276,174,55,43,0,12,0,12,0,12,0,12,194,166,27,30,27,30,0,12
1500000US360610207012,"Block Group 2, Census Tract 207.01, New York County, New York",1446,225,1272,226,710,173,122,108,0,12,385,176,0,12,0,12,55,38,5,10,50,40,174,85,67,38,24,40,0,12,9,17,0,12,24,31,50,55,50,55,0,12
1500000US360610208001,"Block Group 1, Census Tract 208, New York County, New York",1845,578,1708,564,260,159,1315,543,0,12,0,12,0,12,64,105,69,58,35,53,34,39,137,133,120,116,0,12,0,12,0,12,0,12,0,12,17,50,17,50,0,12
1500000US360610208002,"Block Group 2, Census Tract 208, New York County, New York",1988,611,1618,596,311,180,1167,493,0,12,58,54,0,12,0,12,82,131,82,131,0,12,370,211,69,55,68,109,0,12,0,12,0,12,173,163,60,68,0,12,60,68
1500000US360610208003,"Block Group 3, Census Tract 208, New York County, New York",1853,548,1537,501,512,372,890,367,0,12,84,63,0,12,0,12,51,49,0,12,51,49,316,215,37,58,18,29,32,48,33,53,0,12,143,173,53,54,53,54,0,12
1500000US360610209011,"Block Group 1, Census Tract 209.01, New York County, New York",1583,517,822,251,152,76,552,235,0,12,86,118,1,2,0,12,31,39,0,12,31,39,761,502,22,25,96,116,0,12,0,12,0,12,385,238,258,318,258,318,0,12
1500000US360610209012,"Block Group 2, Census Tract 209.01, New York County, New York",1915,431,889,348,56,56,747,344,0,12,9,15,0,12,20,32,57,67,11,18,46,65,1026,316,273,173,76,64,0,12,0,12,0,12,585,313,92,109,92,109,0,12
1500000US360610210000,"Block Group 0, Census Tract 210, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610210001,"Block Group 1, Census Tract 210, New York County, New York",1400,511,1379,517,24,37,1355,511,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,33,0,12,21,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610210002,"Block Group 2, Census Tract 210, New York County, New York",584,295,504,275,12,27,465,277,0,12,27,28,0,12,0,12,0,12,0,12,0,12,80,122,0,12,0,12,0,12,0,12,0,12,80,122,0,12,0,12,0,12
1500000US360610210003,"Block Group 3, Census Tract 210, New York County, New York",2229,604,1022,446,0,12,707,302,0,12,243,321,0,12,0,12,72,101,0,12,72,101,1207,459,180,164,430,377,0,12,0,12,0,12,506,299,91,108,17,27,74,103
1500000US360610210004,"Block Group 4, Census Tract 210, New York County, New York",1391,583,933,461,0,12,821,458,0,12,112,169,0,12,0,12,0,12,0,12,0,12,458,429,207,284,66,105,0,12,0,12,0,12,170,217,15,32,15,32,0,12
1500000US360610210005,"Block Group 5, Census Tract 210, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610210006,"Block Group 6, Census Tract 210, New York County, New York",1339,430,979,377,130,205,778,326,0,12,49,77,0,12,14,23,8,13,0,12,8,13,360,278,55,62,71,107,0,12,0,12,0,12,51,79,183,237,86,135,97,164
1500000US360610211000,"Block Group 0, Census Tract 211, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360610211001,"Block Group 1, Census Tract 211, New York County, New York",1690,501,1250,418,602,276,76,28,0,12,430,213,0,12,111,175,31,49,0,12,31,49,440,253,63,54,0,12,0,12,0,12,0,12,128,163,249,242,98,160,151,177
1500000US360610211002,"Block Group 2, Census Tract 211, New York County, New York",969,388,855,345,393,199,75,97,71,109,192,229,0,12,0,12,124,129,63,108,61,68,114,141,68,125,0,12,0,12,0,12,0,12,46,79,0,12,0,12,0,12
1500000US360610211003,"Block Group 3, Census Tract 211, New York County, New York",3039,1025,2017,618,1013,428,275,254,0,12,610,506,0,12,0,12,119,156,0,12,119,156,1022,867,93,121,0,12,0,12,0,12,0,12,929,865,0,12,0,12,0,12
1500000US360610211004,"Block Group 4, Census Tract 211, New York County, New York",947,374,245,213,0,12,245,213,0,12,0,12,0,12,0,12,0,12,0,12,0,12,702,358,106,182,0,12,0,12,0,12,0,12,596,390,0,12,0,12,0,12
1500000US360610211005,"Block Group 5, Census Tract 211, New York County, New York",1531,640,896,487,0,12,847,495,0,12,0,12,0,12,49,70,0,12,0,12,0,12,635,386,81,103,247,276,30,48,0,12,0,12,277,376,0,12,0,12,0,12
1500000US360610211006,"Block Group 6, Census Tract 211, New York County, New York",1725,527,1620,512,938,493,252,195,0,12,351,237,0,12,0,12,79,84,0,12,79,84,105,115,43,57,0,12,0,12,0,12,0,12,0,12,62,100,62,100,0,12
1500000US360610211007,"Block Group 7, Census Tract 211, New York County, New York",808,418,785,416,596,418,33,64,0,12,106,68,0,12,0,12,50,85,0,12,50,85,23,41,5,11,0,12,0,12,0,12,0,12,0,12,18,41,0,12,18,41
1500000US360610212001,"Block Group 1, Census Tract 212, New York County, New York",1875,472,1419,420,82,57,1253,412,0,12,77,98,0,12,0,12,7,14,0,12,7,14,456,238,106,132,8,15,0,12,0,12,0,12,292,200,50,62,50,62,0,12
