GEO_ID,NAME,B19013_001E,B19013_001EA,B19013_001M,B19013_001MA
Geography,Geographic Area Name,Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars),Annotation of Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars),Annotation of Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)
1400000US36081040302,"Census Tract 403.02, Queens County, New York",56875,null,24382,null
1400000US36081040400,"Census Tract 404, Queens County, New York",55100,null,18616,null
1400000US36081040501,"Census Tract 405.01, Queens County, New York",78929,null,48586,null
1400000US36081040502,"Census Tract 405.02, Queens County, New York",90500,null,26516,null
1400000US36081040701,"Census Tract 407.01, Queens County, New York",53045,null,6767,null
1400000US36081040702,"Census Tract 407.02, Queens County, New York",83142,null,29475,null
1400000US36081040901,"Census Tract 409.01, Queens County, New York",101806,null,84406,null
1400000US36081040902,"Census Tract 409.02, Queens County, New York",67016,null,24813,null
1400000US36081041100,"Census Tract 411, Queens County, New York",60873,null,6826,null
1400000US36081041300,"Census Tract 413, Queens County, New York",55738,null,8095,null
1400000US36081041400,"Census Tract 414, Queens County, New York",75488,null,7268,null
1400000US36081041500,"Census Tract 415, Queens County, New York",48322,null,17810,null
1400000US36081042400,"Census Tract 424, Queens County, New York",71450,null,17684,null
1400000US36081042600,"Census Tract 426, Queens County, New York",-,-,**,**
1400000US36081042700,"Census Tract 427, Queens County, New York",50769,null,21571,null
1400000US36081043200,"Census Tract 432, Queens County, New York",80250,null,27224,null
1400000US36081043400,"Census Tract 434, Queens County, New York",92578,null,31522,null
1400000US36081043701,"Census Tract 437.01, Queens County, New York",61250,null,28125,null
1400000US36081043702,"Census Tract 437.02, Queens County, New York",49346,null,8731,null
1400000US36081043900,"Census Tract 439, Queens County, New York",42847,null,15954,null
1400000US36081044000,"Census Tract 440, Queens County, New York",67121,null,19502,null
1400000US36081044301,"Census Tract 443.01, Queens County, New York",29295,null,17855,null
1400000US36081044302,"Census Tract 443.02, Queens County, New York",53939,null,10029,null
1400000US36081044400,"Census Tract 444, Queens County, New York",43750,null,13643,null
1400000US36081044601,"Census Tract 446.01, Queens County, New York",46071,null,10727,null
1400000US36081044602,"Census Tract 446.02, Queens County, New York",41148,null,5041,null
1400000US36081044800,"Census Tract 448, Queens County, New York",59432,null,26101,null
1400000US36081045000,"Census Tract 450, Queens County, New York",86944,null,19569,null
1400000US36081045200,"Census Tract 452, Queens County, New York",79306,null,59355,null
1400000US36081045400,"Census Tract 454, Queens County, New York",68693,null,26412,null
1400000US36081045500,"Census Tract 455, Queens County, New York",58984,null,8919,null
1400000US36081045600,"Census Tract 456, Queens County, New York",76672,null,7775,null
1400000US36081045700,"Census Tract 457, Queens County, New York",61688,null,14697,null
1400000US36081045800,"Census Tract 458, Queens County, New York",70170,null,13005,null
1400000US36081045900,"Census Tract 459, Queens County, New York",85393,null,21855,null
1400000US36081046000,"Census Tract 460, Queens County, New York",59792,null,9736,null
1400000US36081046100,"Census Tract 461, Queens County, New York",65250,null,12296,null
1400000US36081046200,"Census Tract 462, Queens County, New York",59702,null,16901,null
1400000US36081046300,"Census Tract 463, Queens County, New York",58750,null,10783,null
1400000US36081046400,"Census Tract 464, Queens County, New York",76354,null,32726,null
1400000US36081046500,"Census Tract 465, Queens County, New York",71875,null,15549,null
1400000US36081046600,"Census Tract 466, Queens County, New York",63506,null,10049,null
1400000US36081046700,"Census Tract 467, Queens County, New York",52857,null,18736,null
1400000US36081046800,"Census Tract 468, Queens County, New York",77067,null,9091,null
1400000US36081046901,"Census Tract 469.01, Queens County, New York",43500,null,18445,null
1400000US36081046902,"Census Tract 469.02, Queens County, New York",60591,null,23919,null
1400000US36081047000,"Census Tract 470, Queens County, New York",68009,null,23117,null
1400000US36081047100,"Census Tract 471, Queens County, New York",50997,null,6748,null
1400000US36081047200,"Census Tract 472, Queens County, New York",81932,null,15575,null
1400000US36081047300,"Census Tract 473, Queens County, New York",61551,null,7090,null
1400000US36081047500,"Census Tract 475, Queens County, New York",70120,null,15360,null
1400000US36081047600,"Census Tract 476, Queens County, New York",96250,null,28325,null
1400000US36081047801,"Census Tract 478.01, Queens County, New York",49055,null,33165,null
1400000US36081047802,"Census Tract 478.02, Queens County, New York",82200,null,4257,null
1400000US36081047900,"Census Tract 479, Queens County, New York",64527,null,8680,null
1400000US36081048000,"Census Tract 480, Queens County, New York",82560,null,26304,null
1400000US36081048100,"Census Tract 481, Queens County, New York",50480,null,9946,null
1400000US36081048200,"Census Tract 482, Queens County, New York",75667,null,14452,null
1400000US36081048301,"Census Tract 483.01, Queens County, New York",61078,null,17667,null
1400000US36081048302,"Census Tract 483.02, Queens County, New York",77368,null,43061,null
1400000US36081048400,"Census Tract 484, Queens County, New York",94260,null,21438,null
1400000US36081048500,"Census Tract 485, Queens County, New York",75000,null,16996,null
1400000US36081048900,"Census Tract 489, Queens County, New York",66710,null,16263,null
1400000US36081049201,"Census Tract 492.01, Queens County, New York",74583,null,13514,null
1400000US36081049202,"Census Tract 492.02, Queens County, New York",91136,null,12299,null
1400000US36081049301,"Census Tract 493.01, Queens County, New York",63415,null,8357,null
1400000US36081049302,"Census Tract 493.02, Queens County, New York",57969,null,26123,null
1400000US36081049500,"Census Tract 495, Queens County, New York",99545,null,26014,null
1400000US36081049600,"Census Tract 496, Queens County, New York",93697,null,9486,null
1400000US36081049700,"Census Tract 497, Queens County, New York",71420,null,22065,null
1400000US36081049900,"Census Tract 499, Queens County, New York",59375,null,7890,null
1400000US36081050000,"Census Tract 500, Queens County, New York",58732,null,10181,null
1400000US36081050201,"Census Tract 502.01, Queens County, New York",74205,null,18954,null
1400000US36081050202,"Census Tract 502.02, Queens County, New York",71667,null,23087,null
1400000US36081050400,"Census Tract 504, Queens County, New York",87344,null,26750,null
1400000US36081050500,"Census Tract 505, Queens County, New York",80536,null,40492,null
1400000US36081050600,"Census Tract 506, Queens County, New York",105000,null,25871,null
1400000US36081050700,"Census Tract 507, Queens County, New York",62763,null,23946,null
1400000US36081050800,"Census Tract 508, Queens County, New York",72500,null,15636,null
1400000US36081051000,"Census Tract 510, Queens County, New York",85466,null,7535,null
1400000US36081051100,"Census Tract 511, Queens County, New York",105156,null,13979,null
1400000US36081051200,"Census Tract 512, Queens County, New York",85043,null,12202,null
1400000US36081051300,"Census Tract 513, Queens County, New York",99375,null,15848,null
1400000US36081051500,"Census Tract 515, Queens County, New York",85599,null,9213,null
1400000US36081051600,"Census Tract 516, Queens County, New York",101875,null,37246,null
1400000US36081051700,"Census Tract 517, Queens County, New York",85200,null,23589,null
1400000US36081051800,"Census Tract 518, Queens County, New York",74063,null,19265,null
1400000US36081052000,"Census Tract 520, Queens County, New York",66700,null,16799,null
1400000US36081052100,"Census Tract 521, Queens County, New York",100625,null,22941,null
1400000US36081052200,"Census Tract 522, Queens County, New York",80694,null,26342,null
1400000US36081052400,"Census Tract 524, Queens County, New York",82813,null,29624,null
1400000US36081052500,"Census Tract 525, Queens County, New York",69292,null,12519,null
1400000US36081052600,"Census Tract 526, Queens County, New York",69297,null,21577,null
1400000US36081052800,"Census Tract 528, Queens County, New York",77083,null,29747,null
1400000US36081053000,"Census Tract 530, Queens County, New York",86548,null,37260,null
1400000US36081053100,"Census Tract 531, Queens County, New York",76818,null,20203,null
1400000US36081053200,"Census Tract 532, Queens County, New York",70833,null,27073,null
1400000US36081053401,"Census Tract 534.01, Queens County, New York",99663,null,13360,null
1400000US36081053501,"Census Tract 535.01, Queens County, New York",84306,null,30912,null
1400000US36081053502,"Census Tract 535.02, Queens County, New York",-,-,**,**
1400000US36081053601,"Census Tract 536.01, Queens County, New York",-,-,**,**
1400000US36081053800,"Census Tract 538, Queens County, New York",99871,null,20167,null
1400000US36081053901,"Census Tract 539.01, Queens County, New York",78859,null,7454,null
1400000US36081053902,"Census Tract 539.02, Queens County, New York",132292,null,61909,null
1400000US36081054000,"Census Tract 540, Queens County, New York",68611,null,24240,null
1400000US36081054200,"Census Tract 542, Queens County, New York",66923,null,31779,null
1400000US36081054500,"Census Tract 545, Queens County, New York",55893,null,17165,null
1400000US36081054700,"Census Tract 547, Queens County, New York",79764,null,19520,null
1400000US36081054800,"Census Tract 548, Queens County, New York",70625,null,24544,null
1400000US36081054900,"Census Tract 549, Queens County, New York",78452,null,7510,null
1400000US36081055100,"Census Tract 551, Queens County, New York",84018,null,13094,null
1400000US36081055200,"Census Tract 552, Queens County, New York",68523,null,21525,null
1400000US36081055300,"Census Tract 553, Queens County, New York",62212,null,15653,null
1400000US36081055400,"Census Tract 554, Queens County, New York",78269,null,11164,null
1400000US36081055500,"Census Tract 555, Queens County, New York",70455,null,30846,null
1400000US36081055600,"Census Tract 556, Queens County, New York",96994,null,24529,null
1400000US36081055700,"Census Tract 557, Queens County, New York",79615,null,10413,null
1400000US36081055800,"Census Tract 558, Queens County, New York",90625,null,33485,null
1400000US36081055900,"Census Tract 559, Queens County, New York",69333,null,7646,null
1400000US36081056000,"Census Tract 560, Queens County, New York",89327,null,19401,null
1400000US36081056100,"Census Tract 561, Queens County, New York",-,-,**,**
1400000US36081056200,"Census Tract 562, Queens County, New York",74000,null,45531,null
1400000US36081056400,"Census Tract 564, Queens County, New York",56625,null,31836,null
1400000US36081056500,"Census Tract 565, Queens County, New York",102571,null,33992,null
1400000US36081056600,"Census Tract 566, Queens County, New York",45365,null,44384,null
1400000US36081056700,"Census Tract 567, Queens County, New York",100889,null,10194,null
1400000US36081056800,"Census Tract 568, Queens County, New York",84589,null,22477,null
1400000US36081057700,"Census Tract 577, Queens County, New York",62500,null,13913,null
1400000US36081057900,"Census Tract 579, Queens County, New York",60400,null,6829,null
1400000US36081058000,"Census Tract 580, Queens County, New York",99071,null,21263,null
1400000US36081058100,"Census Tract 581, Queens County, New York",62406,null,21268,null
1400000US36081058200,"Census Tract 582, Queens County, New York",103494,null,13298,null
1400000US36081058300,"Census Tract 583, Queens County, New York",90066,null,27045,null
1400000US36081058500,"Census Tract 585, Queens County, New York",86065,null,12839,null
1400000US36081058700,"Census Tract 587, Queens County, New York",85460,null,12431,null
1400000US36081058900,"Census Tract 589, Queens County, New York",67012,null,16805,null
1400000US36081059000,"Census Tract 590, Queens County, New York",76797,null,41744,null
1400000US36081059100,"Census Tract 591, Queens County, New York",65670,null,3120,null
1400000US36081059200,"Census Tract 592, Queens County, New York",102008,null,18846,null
1400000US36081059300,"Census Tract 593, Queens County, New York",77679,null,11793,null
1400000US36081059400,"Census Tract 594, Queens County, New York",135625,null,24774,null
1400000US36081059501,"Census Tract 595.01, Queens County, New York",85909,null,25548,null
1400000US36081059502,"Census Tract 595.02, Queens County, New York",80347,null,21828,null
1400000US36081059600,"Census Tract 596, Queens County, New York",72586,null,36762,null
1400000US36081059800,"Census Tract 598, Queens County, New York",92283,null,13001,null
1400000US36081059900,"Census Tract 599, Queens County, New York",61985,null,22072,null
1400000US36081060000,"Census Tract 600, Queens County, New York",115682,null,47647,null
1400000US36081060100,"Census Tract 601, Queens County, New York",86016,null,20276,null
1400000US36081060300,"Census Tract 603, Queens County, New York",88900,null,38998,null
1400000US36081060600,"Census Tract 606, Queens County, New York",78036,null,43233,null
1400000US36081060701,"Census Tract 607.01, Queens County, New York",-,-,**,**
1400000US36081060800,"Census Tract 608, Queens County, New York",95288,null,38420,null
1400000US36081061000,"Census Tract 610, Queens County, New York",152083,null,41712,null
1400000US36081061200,"Census Tract 612, Queens County, New York",122669,null,11778,null
1400000US36081061301,"Census Tract 613.01, Queens County, New York",73984,null,11255,null
1400000US36081061302,"Census Tract 613.02, Queens County, New York",-,-,**,**
1400000US36081061400,"Census Tract 614, Queens County, New York",127958,null,13129,null
1400000US36081061601,"Census Tract 616.01, Queens County, New York",85938,null,22274,null
1400000US36081061602,"Census Tract 616.02, Queens County, New York",103571,null,30062,null
1400000US36081061800,"Census Tract 618, Queens County, New York",83105,null,20985,null
1400000US36081061900,"Census Tract 619, Queens County, New York",111108,null,22023,null
1400000US36081062000,"Census Tract 620, Queens County, New York",97554,null,16137,null
1400000US36081062100,"Census Tract 621, Queens County, New York",69213,null,18098,null
1400000US36081062200,"Census Tract 622, Queens County, New York",118676,null,23844,null
1400000US36081062300,"Census Tract 623, Queens County, New York",73917,null,22316,null
1400000US36081062400,"Census Tract 624, Queens County, New York",-,-,**,**
1400000US36081062500,"Census Tract 625, Queens County, New York",89107,null,15951,null
1400000US36081062600,"Census Tract 626, Queens County, New York",85917,null,19301,null
1400000US36081062700,"Census Tract 627, Queens County, New York",77794,null,18106,null
1400000US36081062900,"Census Tract 629, Queens County, New York",82175,null,9375,null
1400000US36081063000,"Census Tract 630, Queens County, New York",113523,null,26430,null
1400000US36081063200,"Census Tract 632, Queens County, New York",103688,null,15758,null
1400000US36081063301,"Census Tract 633.01, Queens County, New York",74805,null,29888,null
1400000US36081063302,"Census Tract 633.02, Queens County, New York",101324,null,28515,null
1400000US36081063500,"Census Tract 635, Queens County, New York",72088,null,18656,null
1400000US36081063700,"Census Tract 637, Queens County, New York",100276,null,10603,null
1400000US36081063800,"Census Tract 638, Queens County, New York",116346,null,33893,null
1400000US36081063900,"Census Tract 639, Queens County, New York",79115,null,15466,null
1400000US36081064101,"Census Tract 641.01, Queens County, New York",74508,null,10435,null
1400000US36081064102,"Census Tract 641.02, Queens County, New York",-,-,**,**
1400000US36081064500,"Census Tract 645, Queens County, New York",76302,null,19157,null
1400000US36081064600,"Census Tract 646, Queens County, New York",89450,null,10718,null
1400000US36081065000,"Census Tract 650, Queens County, New York",105114,null,19397,null
1400000US36081065401,"Census Tract 654.01, Queens County, New York",98056,null,9825,null
1400000US36081065402,"Census Tract 654.02, Queens County, New York",-,-,**,**
1400000US36081065501,"Census Tract 655.01, Queens County, New York",-,-,**,**
1400000US36081065600,"Census Tract 656, Queens County, New York",92705,null,15373,null
1400000US36081065702,"Census Tract 657.02, Queens County, New York",72500,null,10283,null
1400000US36081065703,"Census Tract 657.03, Queens County, New York",99184,null,24134,null
1400000US36081065900,"Census Tract 659, Queens County, New York",100313,null,12845,null
1400000US36081066000,"Census Tract 660, Queens County, New York",88798,null,17117,null
1400000US36081066100,"Census Tract 661, Queens County, New York",100750,null,21748,null
1400000US36081066301,"Census Tract 663.01, Queens County, New York",106328,null,21115,null
1400000US36081066302,"Census Tract 663.02, Queens County, New York",-,-,**,**
1400000US36081066401,"Census Tract 664.01, Queens County, New York",141250,null,79964,null
1400000US36081066402,"Census Tract 664.02, Queens County, New York",101262,null,5461,null
1400000US36081066403,"Census Tract 664.03, Queens County, New York",91556,null,16373,null
1400000US36081066404,"Census Tract 664.04, Queens County, New York",-,-,**,**
1400000US36081066501,"Census Tract 665.01, Queens County, New York",86250,null,23605,null
1400000US36081066701,"Census Tract 667.01, Queens County, New York",109390,null,32362,null
1400000US36081066900,"Census Tract 669, Queens County, New York",86161,null,24685,null
1400000US36081067100,"Census Tract 671, Queens County, New York",102813,null,15632,null
1400000US36081067700,"Census Tract 677, Queens County, New York",106731,null,18261,null
1400000US36081067900,"Census Tract 679, Queens County, New York",53969,null,10135,null
1400000US36081068000,"Census Tract 680, Queens County, New York",92171,null,25521,null
1400000US36081068200,"Census Tract 682, Queens County, New York",88854,null,13209,null
1400000US36081068300,"Census Tract 683, Queens County, New York",49602,null,8672,null
1400000US36081068700,"Census Tract 687, Queens County, New York",54844,null,18113,null
1400000US36081069000,"Census Tract 690, Queens County, New York",95500,null,19278,null
1400000US36081069300,"Census Tract 693, Queens County, New York",76169,null,15963,null
1400000US36081069400,"Census Tract 694, Queens County, New York",85227,null,7987,null
1400000US36081069500,"Census Tract 695, Queens County, New York",86286,null,9500,null
1400000US36081069701,"Census Tract 697.01, Queens County, New York",88841,null,14249,null
1400000US36081069702,"Census Tract 697.02, Queens County, New York",82716,null,13713,null
1400000US36081070300,"Census Tract 703, Queens County, New York",82500,null,19530,null
1400000US36081070700,"Census Tract 707, Queens County, New York",110625,null,26355,null
1400000US36081070900,"Census Tract 709, Queens County, New York",95865,null,14249,null
1400000US36081071100,"Census Tract 711, Queens County, New York",86783,null,14498,null
1400000US36081071303,"Census Tract 713.03, Queens County, New York",88275,null,13607,null
1400000US36081071304,"Census Tract 713.04, Queens County, New York",71741,null,27342,null
1400000US36081071305,"Census Tract 713.05, Queens County, New York",90379,null,10376,null
1400000US36081071306,"Census Tract 713.06, Queens County, New York",91250,null,14897,null
1400000US36081071600,"Census Tract 716, Queens County, New York",-,-,**,**
1400000US36081071701,"Census Tract 717.01, Queens County, New York",58839,null,10946,null
1400000US36081071702,"Census Tract 717.02, Queens County, New York",67639,null,17359,null
1400000US36081071900,"Census Tract 719, Queens County, New York",51667,null,23768,null
1400000US36081072100,"Census Tract 721, Queens County, New York",68155,null,18791,null
1400000US36081072300,"Census Tract 723, Queens County, New York",131563,null,24150,null
1400000US36081072900,"Census Tract 729, Queens County, New York",132305,null,38860,null
1400000US36081073100,"Census Tract 731, Queens County, New York",107258,null,49568,null
1400000US36081073700,"Census Tract 737, Queens County, New York",88333,null,26303,null
1400000US36081073900,"Census Tract 739, Queens County, New York",101708,null,16313,null
1400000US36081074100,"Census Tract 741, Queens County, New York",79732,null,24553,null
1400000US36081074300,"Census Tract 743, Queens County, New York",62198,null,10585,null
1400000US36081074500,"Census Tract 745, Queens County, New York",56047,null,15428,null
1400000US36081074700,"Census Tract 747, Queens County, New York",102296,null,16611,null
1400000US36081074900,"Census Tract 749, Queens County, New York",179167,null,47295,null
1400000US36081075701,"Census Tract 757.01, Queens County, New York",99901,null,21124,null
1400000US36081075702,"Census Tract 757.02, Queens County, New York",104476,null,27529,null
1400000US36081076901,"Census Tract 769.01, Queens County, New York",77667,null,27876,null
1400000US36081076902,"Census Tract 769.02, Queens County, New York",80250,null,12142,null
1400000US36081077300,"Census Tract 773, Queens County, New York",93214,null,20016,null
1400000US36081077500,"Census Tract 775, Queens County, New York",89509,null,31578,null
1400000US36081077902,"Census Tract 779.02, Queens County, New York",91678,null,17308,null
1400000US36081077903,"Census Tract 779.03, Queens County, New York",88421,null,19585,null
1400000US36081077904,"Census Tract 779.04, Queens County, New York",93395,null,15959,null
1400000US36081077905,"Census Tract 779.05, Queens County, New York",95885,null,15476,null
1400000US36081077906,"Census Tract 779.06, Queens County, New York",73533,null,13509,null
1400000US36081077907,"Census Tract 779.07, Queens County, New York",45518,null,21792,null
1400000US36081077908,"Census Tract 779.08, Queens County, New York",50875,null,21941,null
1400000US36081078800,"Census Tract 788, Queens County, New York",110388,null,8130,null
1400000US36081079000,"Census Tract 790, Queens County, New York",79405,null,15330,null
1400000US36081079200,"Census Tract 792, Queens County, New York",66875,null,30859,null
1400000US36081079300,"Census Tract 793, Queens County, New York",-,-,**,**
1400000US36081079701,"Census Tract 797.01, Queens County, New York",34462,null,5476,null
1400000US36081079702,"Census Tract 797.02, Queens County, New York",43766,null,5511,null
1400000US36081079900,"Census Tract 799, Queens County, New York",41224,null,6477,null
1400000US36081080301,"Census Tract 803.01, Queens County, New York",60047,null,6507,null
1400000US36081080302,"Census Tract 803.02, Queens County, New York",56633,null,18718,null
1400000US36081080900,"Census Tract 809, Queens County, New York",70100,null,23714,null
1400000US36081081400,"Census Tract 814, Queens County, New York",94314,null,15476,null
1400000US36081081800,"Census Tract 818, Queens County, New York",69844,null,20190,null
1400000US36081083700,"Census Tract 837, Queens County, New York",54545,null,9702,null
1400000US36081083800,"Census Tract 838, Queens County, New York",97250,null,18959,null
1400000US36081084000,"Census Tract 840, Queens County, New York",83326,null,19629,null
1400000US36081084500,"Census Tract 845, Queens County, New York",35525,null,9817,null
1400000US36081084601,"Census Tract 846.01, Queens County, New York",91951,null,8434,null
1400000US36081084602,"Census Tract 846.02, Queens County, New York",77500,null,50177,null
1400000US36081084901,"Census Tract 849.01, Queens County, New York",36120,null,10143,null
1400000US36081084902,"Census Tract 849.02, Queens County, New York",-,-,**,**
1400000US36081085300,"Census Tract 853, Queens County, New York",40357,null,14949,null
1400000US36081085500,"Census Tract 855, Queens County, New York",37074,null,5833,null
1400000US36081085700,"Census Tract 857, Queens County, New York",43633,null,10718,null
1400000US36081085900,"Census Tract 859, Queens County, New York",58625,null,12209,null
1400000US36081086100,"Census Tract 861, Queens County, New York",50769,null,11336,null
1400000US36081086300,"Census Tract 863, Queens County, New York",44012,null,16119,null
1400000US36081086400,"Census Tract 864, Queens County, New York",104286,null,25660,null
1400000US36081086500,"Census Tract 865, Queens County, New York",40596,null,13083,null
1400000US36081086900,"Census Tract 869, Queens County, New York",42578,null,36431,null
1400000US36081087100,"Census Tract 871, Queens County, New York",36849,null,8254,null
1400000US36081088400,"Census Tract 884, Queens County, New York",92640,null,16384,null
1400000US36081088902,"Census Tract 889.02, Queens County, New York",49115,null,14350,null
1400000US36081088903,"Census Tract 889.03, Queens County, New York",67336,null,18135,null
1400000US36081089201,"Census Tract 892.01, Queens County, New York",122250,null,21530,null
1400000US36081089202,"Census Tract 892.02, Queens County, New York",-,-,**,**
1400000US36081090700,"Census Tract 907, Queens County, New York",49659,null,30484,null
1400000US36081091602,"Census Tract 916.02, Queens County, New York",-,-,**,**
1400000US36081091603,"Census Tract 916.03, Queens County, New York",116205,null,25889,null
1400000US36081091604,"Census Tract 916.04, Queens County, New York",-,-,**,**
1400000US36081091800,"Census Tract 918, Queens County, New York",-,-,**,**
1400000US36081091900,"Census Tract 919, Queens County, New York",53491,null,12243,null
1400000US36081092200,"Census Tract 922, Queens County, New York",136799,null,26485,null
1400000US36081092500,"Census Tract 925, Queens County, New York",46461,null,10883,null
1400000US36081092800,"Census Tract 928, Queens County, New York",152543,null,36099,null
1400000US36081092900,"Census Tract 929, Queens County, New York",63646,null,6902,null
1400000US36081093401,"Census Tract 934.01, Queens County, New York",88992,null,8923,null
1400000US36081093402,"Census Tract 934.02, Queens County, New York",98668,null,15038,null
1400000US36081093800,"Census Tract 938, Queens County, New York",52277,null,13216,null
1400000US36081093900,"Census Tract 939, Queens County, New York",80833,null,16225,null
1400000US36081094201,"Census Tract 942.01, Queens County, New York",68229,null,11613,null
1400000US36081094202,"Census Tract 942.02, Queens County, New York",31662,null,13929,null
1400000US36081094203,"Census Tract 942.03, Queens County, New York",55919,null,16472,null
1400000US36081094500,"Census Tract 945, Queens County, New York",74688,null,20088,null
1400000US36081094700,"Census Tract 947, Queens County, New York",66250,null,19094,null
1400000US36081095400,"Census Tract 954, Queens County, New York",73405,null,11533,null
1400000US36081096400,"Census Tract 964, Queens County, New York",82104,null,17216,null
1400000US36081097202,"Census Tract 972.02, Queens County, New York",25568,null,9702,null
1400000US36081097204,"Census Tract 972.04, Queens County, New York",52885,null,10553,null
1400000US36081097205,"Census Tract 972.05, Queens County, New York",25711,null,5176,null
1400000US36081097206,"Census Tract 972.06, Queens County, New York",39639,null,12066,null
1400000US36081097207,"Census Tract 972.07, Queens County, New York",-,-,**,**
1400000US36081097300,"Census Tract 973, Queens County, New York",105750,null,34519,null
1400000US36081098100,"Census Tract 981, Queens County, New York",93452,null,19066,null
1400000US36081098700,"Census Tract 987, Queens County, New York",84750,null,22202,null
1400000US36081099100,"Census Tract 991, Queens County, New York",90982,null,8969,null
1400000US36081099200,"Census Tract 992, Queens County, New York",29691,null,7260,null
1400000US36081099701,"Census Tract 997.01, Queens County, New York",101058,null,16465,null
1400000US36081099703,"Census Tract 997.03, Queens County, New York",89375,null,13147,null
1400000US36081099704,"Census Tract 997.04, Queens County, New York",76154,null,14701,null
1400000US36081099705,"Census Tract 997.05, Queens County, New York",115547,null,15564,null
1400000US36081099801,"Census Tract 998.01, Queens County, New York",66532,null,17654,null
1400000US36081099802,"Census Tract 998.02, Queens County, New York",50523,null,7626,null
1400000US36081099900,"Census Tract 999, Queens County, New York",-,-,**,**
1400000US36081100801,"Census Tract 1008.01, Queens County, New York",112098,null,15757,null
1400000US36081100803,"Census Tract 1008.03, Queens County, New York",49561,null,11576,null
1400000US36081100804,"Census Tract 1008.04, Queens County, New York",80256,null,12583,null
1400000US36081101002,"Census Tract 1010.02, Queens County, New York",31483,null,9537,null
1400000US36081101003,"Census Tract 1010.03, Queens County, New York",-,-,**,**
1400000US36081101004,"Census Tract 1010.04, Queens County, New York",38926,null,14189,null
1400000US36081101700,"Census Tract 1017, Queens County, New York",80532,null,16885,null
1400000US36081102900,"Census Tract 1029, Queens County, New York",88616,null,17266,null
1400000US36081103201,"Census Tract 1032.01, Queens County, New York",42390,null,8743,null
1400000US36081103202,"Census Tract 1032.02, Queens County, New York",72736,null,9865,null
1400000US36081103300,"Census Tract 1033, Queens County, New York",85703,null,11245,null
1400000US36081103900,"Census Tract 1039, Queens County, New York",63154,null,10346,null
1400000US36081104700,"Census Tract 1047, Queens County, New York",65888,null,7920,null
1400000US36081105900,"Census Tract 1059, Queens County, New York",99826,null,18371,null
1400000US36081107201,"Census Tract 1072.01, Queens County, New York",89306,null,32777,null
1400000US36081107202,"Census Tract 1072.02, Queens County, New York",-,-,**,**
1400000US36081108500,"Census Tract 1085, Queens County, New York",57566,null,10725,null
1400000US36081109300,"Census Tract 1093, Queens County, New York",117690,null,25609,null
1400000US36081109700,"Census Tract 1097, Queens County, New York",99392,null,10457,null
1400000US36081109900,"Census Tract 1099, Queens County, New York",67122,null,16539,null
1400000US36081111300,"Census Tract 1113, Queens County, New York",106500,null,43211,null
1400000US36081112300,"Census Tract 1123, Queens County, New York",108029,null,10760,null
1400000US36081112900,"Census Tract 1129, Queens County, New York",87375,null,15289,null
1400000US36081113300,"Census Tract 1133, Queens County, New York",101852,null,17516,null
1400000US36081113900,"Census Tract 1139, Queens County, New York",65958,null,16309,null
1400000US36081114100,"Census Tract 1141, Queens County, New York",114167,null,37280,null
1400000US36081114700,"Census Tract 1147, Queens County, New York",83864,null,5615,null
1400000US36081115100,"Census Tract 1151, Queens County, New York",80625,null,19836,null
1400000US36081115500,"Census Tract 1155, Queens County, New York",56635,null,20148,null
1400000US36081115700,"Census Tract 1157, Queens County, New York",50077,null,16189,null
1400000US36081115900,"Census Tract 1159, Queens County, New York",41792,null,33508,null
1400000US36081116100,"Census Tract 1161, Queens County, New York",29862,null,10558,null
1400000US36081116301,"Census Tract 1163.01, Queens County, New York",27297,null,11357,null
1400000US36081116302,"Census Tract 1163.02, Queens County, New York",47765,null,11349,null
1400000US36081116700,"Census Tract 1167, Queens County, New York",42438,null,24624,null
1400000US36081117100,"Census Tract 1171, Queens County, New York",55787,null,9903,null
1400000US36081117500,"Census Tract 1175, Queens County, New York",70833,null,14305,null
1400000US36081118100,"Census Tract 1181, Queens County, New York",66500,null,9896,null
1400000US36081118500,"Census Tract 1185, Queens County, New York",49559,null,6162,null
1400000US36081118700,"Census Tract 1187, Queens County, New York",42202,null,10459,null
1400000US36081118900,"Census Tract 1189, Queens County, New York",46707,null,8344,null
1400000US36081119100,"Census Tract 1191, Queens County, New York",37138,null,11720,null
1400000US36081119300,"Census Tract 1193, Queens County, New York",46563,null,6741,null
1400000US36081119500,"Census Tract 1195, Queens County, New York",92132,null,13428,null
1400000US36081119900,"Census Tract 1199, Queens County, New York",92361,null,27291,null
1400000US36081120100,"Census Tract 1201, Queens County, New York",70294,null,18265,null
1400000US36081120300,"Census Tract 1203, Queens County, New York",61250,null,37277,null
1400000US36081120500,"Census Tract 1205, Queens County, New York",21369,null,13449,null
1400000US36081120701,"Census Tract 1207.01, Queens County, New York",99286,null,17812,null
1400000US36081120702,"Census Tract 1207.02, Queens County, New York",-,-,**,**
1400000US36081121100,"Census Tract 1211, Queens County, New York",-,-,**,**
1400000US36081121500,"Census Tract 1215, Queens County, New York",86891,null,30761,null
1400000US36081122300,"Census Tract 1223, Queens County, New York",79284,null,17017,null
